"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
15.46,6.46,219,2,79.23,5.65,"Alpha","payments","baja","rolled_back"
8.49,1.59,213,1,83.73,55.37,"Delta","ui","media","success"
4.85,5.4,229,1,NA,NA,"Gamma","api","crítica","rolled_back"
9.43,NA,232,0,88.74,9.79,"Delta","database","media","failed"
5.35,8.57,217,0,80.43,3.74,"Beta","auth","alta","success"
18.77,4.85,212,1,82.75,5.54,"Delta","database","baja","success"
8.37,3.06,199,1,55.74,65.16,"Beta","api","baja","success"
9.06,NA,232,1,92.15,NA,"Gamma","notifications","alta","failed"
32.01,4.29,217,1,63.32,40.06,"Alpha","ui","baja","rolled_back"
7.06,NA,213,0,75.67,90.23,"Beta","auth","media","failed"
10.86,3.97,208,2,77.1,24.37,"Alpha","api","media","success"
15.36,4.2,231,3,67.06,14.95,"Alpha","auth","crítica","success"
17.81,7.52,214,1,54.54,37.46,"Delta","ui","baja","success"
8.15,2.79,206,1,58.47,9.87,"Gamma","payments","media","success"
13.77,1.07,219,0,78.79,12.98,"Delta","database","media","success"
10.47,1.43,213,1,55.62,40.44,"Beta","database","baja","success"
6.09,9.54,214,1,88.62,39.2,"Gamma","ui","media","success"
6.06,3.71,239,3,80.1,17.22,"Alpha","payments","media","success"
4.22,6.5,200,0,71.57,34.27,"Gamma","payments","baja","success"
6.27,6.64,226,2,68.92,18.83,"Alpha","api","media","success"
12.14,7.14,202,3,78.16,0.58,"Delta","auth","baja","success"
14.53,2.56,215,1,77.81,35.82,"Alpha","api","media","success"
12.24,3.44,220,0,73.74,13.8,"Gamma","auth","media","rolled_back"
16.89,3.21,241,3,66.9,14.15,"Delta","api","media","success"
3.3,4.19,206,1,NA,22.32,"Alpha","auth","alta","success"
11.2,7.71,236,0,55.11,12.36,"Delta","ui","alta","success"
9.73,1.36,213,3,79.56,35.14,"Gamma","ui","media","success"
21.1,4.73,220,1,69.49,26.43,"Gamma","api","media","success"
32.48,3.93,207,1,79.17,53.38,"Beta","ui","baja","success"
7.08,5.54,213,0,80.2,2.69,"Gamma","api","media","success"
9.54,1.77,198,2,73.53,42.55,"Alpha","api","alta","success"
16.25,14.01,207,2,81.88,11.29,"Beta","payments","alta","success"
10.73,3,210,0,78.04,18.84,"Alpha","api","crítica","success"
10.59,9.16,210,1,87.5,20.07,"Delta","notifications","baja","success"
9.61,2.08,226,0,73.97,26.53,"Alpha","auth","baja","success"
30.77,2.63,218,3,81.93,14.99,"Alpha","notifications","baja","success"
16.54,NA,195,1,69.15,36.5,"Beta","api","alta","failed"
16.69,9.64,207,3,81.57,34.52,"Alpha","auth","alta","success"
8.82,5.48,220,1,87.51,24.25,"Alpha","api","crítica","success"
5.49,8.82,200,2,80.59,48.93,"Delta","ui","baja","success"
17.62,6.14,209,0,94.23,2.46,"Alpha","ui","media","success"
16.55,4.83,225,0,91.96,1.53,"Alpha","api","media","success"
7.24,8.23,232,2,80.98,0.69,"Delta","api","alta","success"
15.1,1.34,227,1,65.56,12.82,"Beta","ui","media","success"
14.69,1.73,241,0,65.98,44.49,"Alpha","ui","alta","success"
7.96,5.82,210,2,73.88,9.48,"Gamma","ui","media","success"
5.25,7.37,201,0,70.57,15.05,"Beta","api","media","rolled_back"
7.75,12.87,199,2,67.02,9.91,"Alpha","payments","media","success"
9.58,6.26,219,2,79.8,6.97,"Delta","ui","media","success"
15.27,3.73,221,1,74.8,67.55,"Beta","payments","baja","success"
7.74,15.08,217,0,77,36.47,"Beta","auth","alta","success"
7.51,NA,226,0,60.77,11.36,"Beta","auth","baja","failed"
16.32,NA,236,1,67.11,10.2,"Beta","ui","crítica","failed"
9.98,5.05,201,1,76.37,19.45,"Alpha","api","media","success"
14.42,5.97,210,2,74.94,6.71,"Beta","api","baja","success"
23.54,3.52,217,0,54.58,5.5,"Beta","auth","baja","success"
8.98,9.16,240,1,74.84,16.07,"Delta","notifications","alta","success"
12.23,5.71,250,0,50.96,24.83,"Alpha","auth","media","success"
8.61,NA,200,0,50.98,5.39,"Alpha","api","media","failed"
13.75,2.32,214,2,74.02,1.35,"Beta","ui","baja","success"
4.29,5.67,222,2,93.97,26.18,"Beta","api","media","success"
19.25,3.42,201,5,73.92,57.04,"Beta","ui","baja","success"
9.03,2.94,218,1,95.75,2.34,"Gamma","ui","baja","success"
17.17,8.89,226,1,84.58,6.96,"Gamma","ui","baja","success"
10.74,9.39,215,3,78.14,59.18,"Gamma","auth","media","success"
15.43,NA,195,2,84.57,NA,"Beta","api","alta","failed"
8.59,4.89,229,1,64.69,23.26,"Delta","payments","media","success"
6.85,8.27,221,NA,90.97,34.46,"Beta","auth","media","rolled_back"
12.68,NA,218,2,79.7,50.78,"Alpha","ui","media","failed"
17.11,5.07,205,NA,91.31,1.89,"Gamma","database","baja","rolled_back"
15.24,10.27,235,0,90.36,9.05,"Alpha","ui","baja","success"
7.13,14.28,219,5,81.9,10.86,"Alpha","api","alta","success"
11.47,10.71,218,3,71.81,16.13,"Gamma","database","baja","success"
10.71,3.56,237,0,51.5,3.84,"Beta","notifications","alta","success"
4.31,3.97,229,3,69.72,37.62,"Alpha","auth","media","rolled_back"
15.51,4.05,227,1,78.77,66.43,"Gamma","api","crítica","success"
10.43,7.73,221,1,74.67,15.61,"Delta","database","media","success"
10.86,3.88,231,3,88.08,7.57,"Gamma","payments","media","success"
14.12,1.89,246,1,68.09,12.84,"Gamma","ui","media","success"
9.96,5.78,255,1,77.06,5.39,"Beta","payments","media","success"
10.8,4.64,235,4,96.78,2.19,"Delta","auth","baja","success"
13.56,2.75,238,3,78.38,8.31,"Beta","api","media","success"
7.24,4.67,215,1,81.63,1.62,"Delta","api","alta","rolled_back"
22.19,11.95,193,0,74.1,40.89,"Beta","database","alta","success"
8.59,1.73,216,0,86.13,2.8,"Gamma","auth","alta","success"
8.35,3.48,224,1,71.93,14.72,"Alpha","auth","alta","success"
15.68,1.97,260,2,81,6.49,"Delta","payments","alta","success"
4.83,4.03,220,2,79.02,21.74,"Alpha","payments","media","success"
12.91,3.07,219,1,89.33,45.22,"Beta","auth","media","success"
14.61,2.63,212,2,90.01,19.81,"Gamma","database","alta","success"
14.37,11.42,202,1,56.42,75.59,"Alpha","notifications","media","success"
27.39,2.81,205,1,83.7,54.71,"Alpha","api","baja","success"
22.54,NA,219,2,86.01,2.59,"Gamma","notifications","baja","failed"
17.02,8.17,223,0,93.1,15.74,"Delta","api","media","success"
5.29,4.08,202,1,73.6,30.13,"Gamma","api","alta","success"
9.58,4.55,205,2,61.13,12.06,"Delta","payments","baja","success"
4.94,4.49,222,1,69.92,4.26,"Alpha","payments","alta","success"
4.95,7.08,233,1,62.79,1.79,"Alpha","api","baja","success"
6,3.52,210,1,86.6,73.09,"Alpha","payments","baja","success"
7.92,5.78,196,0,58.02,56.95,"Delta","database","media","success"
10.34,3.96,203,1,90.09,35.88,"Delta","database","crítica","success"
16.79,NA,207,0,74.1,28.74,"Beta","ui","crítica","failed"
12.75,4.97,229,0,90.83,15,"Beta","auth","baja","success"
8.85,3.82,238,0,82.35,4.98,"Gamma","auth","baja","success"
5.12,4.81,236,2,77.74,11.63,"Delta","api","media","success"
7.53,NA,223,6,65.85,20.1,"Beta","api","baja","failed"
22.31,5.86,204,1,44.43,8.38,"Beta","ui","media","success"
11.11,4.25,225,0,80.43,11.8,"Alpha","api","crítica","success"
14.28,5.07,214,0,55.28,2.07,"Alpha","auth","media","success"
12.29,4.04,253,1,71.29,22.53,"Gamma","notifications","baja","success"
7.78,11.56,219,2,93.02,4.59,"Beta","auth","alta","success"
13.49,6.88,220,1,81.27,7.25,"Alpha","api","media","success"
11.76,5.43,233,1,59.79,24.16,"Beta","api","media","success"
12.8,2.25,229,2,70.97,76.54,"Alpha","auth","baja","success"
5.84,10.88,245,0,84.63,8.21,"Delta","payments","baja","success"
8.36,NA,206,0,63.2,NA,"Alpha","api","baja","failed"
18.09,10.84,224,1,61.46,31.92,"Beta","api","baja","success"
6.46,NA,217,0,80.84,NA,"Delta","api","alta","failed"
6.11,5.68,212,0,90.64,5.39,"Beta","notifications","media","success"
12.03,4.29,230,1,80.07,9.3,"Gamma","api","media","success"
14.96,9.46,233,3,87.3,12.71,"Beta","payments","media","success"
18.38,7.61,210,1,84.7,2.85,"Delta","auth","alta","success"
9.99,NA,223,0,68.77,15.11,"Beta","ui","media","failed"
9.3,7.14,239,1,94.03,14.66,"Alpha","ui","baja","success"
4.21,NA,262,1,83.54,26.94,"Beta","api","alta","failed"
6.49,NA,198,1,82.43,NA,"Delta","payments","media","failed"
7.5,6.46,221,1,87.41,21.27,"Delta","auth","media","success"
6.83,NA,232,2,80.64,NA,"Delta","notifications","media","failed"
9.18,6.03,209,1,61.5,14.46,"Delta","api","baja","success"
8.97,NA,227,3,47.62,56.52,"Gamma","payments","baja","failed"
8.69,9.2,188,0,60.56,7.08,"Alpha","auth","baja","success"
9.3,2.38,212,0,78.43,32.45,"Gamma","api","baja","success"
14.47,5.72,239,1,95.95,23.71,"Alpha","auth","baja","success"
13.34,8.71,213,1,78.18,25.76,"Beta","database","media","success"
8.04,13.15,237,2,84.02,47.37,"Alpha","api","media","success"
16.61,NA,221,1,72.32,1.31,"Gamma","api","media","failed"
11.75,4.11,228,2,74.51,35.7,"Gamma","auth","baja","success"
9.95,2.25,227,0,67.59,18.83,"Beta","api","baja","success"
6.8,NA,216,2,83.98,23.48,"Alpha","ui","alta","failed"
13.35,3.34,205,NA,97.24,40.91,"Alpha","payments","alta","rolled_back"
14.65,3.33,196,2,88.24,31.69,"Beta","api","baja","success"
4.98,7.88,212,2,64.29,16.31,"Gamma","api","alta","success"
10.6,3.09,200,3,94.23,26.65,"Delta","api","media","success"
20.21,8.79,217,2,88.93,60.18,"Delta","payments","alta","success"
20.33,8.47,227,2,84.55,9.27,"Beta","api","baja","success"
7.15,NA,236,1,75.75,0.57,"Beta","auth","media","failed"
11.36,NA,233,2,70.5,NA,"Beta","auth","alta","failed"
23.87,7.34,239,NA,82.29,20.17,"Alpha","ui","media","rolled_back"
13.11,4.52,220,1,71.76,2.81,"Delta","auth","alta","success"
13.12,NA,208,0,51.74,7.15,"Gamma","payments","media","failed"
8.94,6.88,244,1,69.86,49.91,"Delta","api","media","success"
5.32,2.13,213,1,89.46,50.62,"Gamma","api","crítica","success"
10.23,10.18,220,0,80.31,34.76,"Alpha","ui","media","success"
7.12,16.11,231,1,83.21,43.91,"Delta","notifications","media","success"
6.07,10.53,240,1,95.05,20.65,"Gamma","ui","baja","success"
7.47,5.66,210,3,89.33,7.7,"Alpha","api","baja","success"
10.15,4.11,227,0,64.97,4.23,"Beta","api","baja","success"
16.08,9.39,212,6,87.9,9.27,"Alpha","api","alta","success"
5.01,NA,216,3,65.56,NA,"Alpha","database","media","failed"
15.12,5.8,207,NA,85.55,14.99,"Delta","notifications","baja","rolled_back"
8.12,7.98,212,0,87.56,48.44,"Gamma","api","media","success"
6.76,5.78,214,0,73.28,44.27,"Beta","ui","baja","success"
7.46,3.24,240,1,45.32,7.53,"Alpha","api","baja","success"
9.77,NA,233,1,88.32,4.81,"Beta","api","media","failed"
14.46,8.23,220,0,77.23,24.87,"Delta","ui","alta","success"
15.47,1.55,224,2,80.39,18.75,"Alpha","ui","media","success"
21.59,2.8,210,1,43.19,19.89,"Gamma","api","crítica","success"
15.76,6.96,211,1,82.18,2.38,"Alpha","api","alta","success"
5.78,1.81,232,3,79.32,9.03,"Delta","notifications","media","success"
13.1,1.28,204,3,68.65,16.97,"Delta","database","alta","success"
11.4,4.71,234,0,92.76,33.6,"Gamma","api","baja","success"
15.75,3.43,227,2,82.64,12.31,"Beta","ui","media","success"
9.7,15.93,243,0,67.74,10.7,"Gamma","auth","crítica","success"
13.72,6.04,225,1,89.38,12.54,"Alpha","auth","media","success"
13.67,5.11,215,2,57.64,7.53,"Beta","ui","alta","success"
28.56,NA,211,0,71.57,NA,"Gamma","api","baja","failed"
13.53,NA,200,3,76.18,NA,"Delta","api","baja","failed"
11.99,3.01,214,2,77.27,44.58,"Gamma","notifications","alta","success"
8.52,5.14,223,0,70.43,1.13,"Beta","api","media","success"
7.33,4.29,215,1,87.56,25.86,"Gamma","notifications","media","success"
6.89,5.26,210,1,74.74,1.28,"Gamma","api","media","success"
8.38,5.96,230,1,69.85,16.38,"Beta","auth","baja","success"
5.41,NA,196,0,86.68,NA,"Alpha","ui","media","failed"
11.84,3.54,253,0,85.89,8.72,"Beta","database","media","success"
14.23,7.41,200,1,80.33,45.37,"Gamma","auth","alta","success"
21.38,3.39,200,1,87.16,19.73,"Gamma","api","media","success"
7.67,7.52,203,1,77.67,21.84,"Beta","database","media","success"
14.26,NA,215,1,81.99,21.15,"Gamma","auth","alta","failed"
6.52,7.78,230,2,91.22,12.09,"Alpha","api","baja","success"
32.88,2.39,233,1,49.61,0.82,"Gamma","ui","media","success"
9.75,2.65,190,1,85.31,45.37,"Delta","api","baja","success"
18.44,6.53,215,3,85.65,2.49,"Beta","api","alta","success"
6.77,6.62,228,1,74.37,44.53,"Gamma","notifications","alta","success"
9.79,4.33,202,3,81.92,86.81,"Delta","ui","alta","success"
17.25,6.01,196,1,79.12,19.56,"Beta","api","media","success"
12.83,2.49,234,1,88.53,30.46,"Gamma","api","alta","success"
11.16,12.66,203,1,81.9,50.69,"Delta","api","media","success"
12.47,11.21,210,0,81.91,18.11,"Delta","api","alta","success"
16.78,6.56,217,0,83.8,26.66,"Gamma","ui","alta","success"
12.84,2.24,211,NA,45.56,NA,"Gamma","ui","crítica","rolled_back"
6.3,NA,206,3,92.28,23.53,"Alpha","notifications","baja","failed"
12.1,6.97,224,1,80.73,11.14,"Alpha","api","media","success"
7.89,6.19,230,0,78.38,44.45,"Beta","ui","baja","success"
9.35,NA,209,2,67.96,24.88,"Beta","api","media","failed"
17.63,2.11,246,1,NA,14.32,"Alpha","auth","media","success"
17.05,2.88,232,2,69.59,88.39,"Beta","auth","media","success"
9.72,1.02,230,1,76.62,30.64,"Gamma","ui","media","success"
11.92,8.41,219,2,56.6,19.07,"Alpha","api","media","success"
11.92,6.49,222,NA,81.24,18.29,"Delta","database","baja","rolled_back"
18.34,11.64,228,2,50.44,4.44,"Gamma","api","baja","success"
13.51,10.08,228,1,79.92,19.61,"Alpha","auth","crítica","success"
17.48,10.12,232,0,57.46,33.11,"Beta","auth","media","success"
6.1,6.47,190,NA,82.59,83.03,"Delta","ui","baja","rolled_back"
11.53,3.26,231,0,68.84,17.04,"Alpha","api","baja","success"
11.46,7.88,202,NA,89.53,NA,"Delta","api","alta","rolled_back"
9.27,NA,215,1,52.03,5.37,"Alpha","ui","baja","failed"
9.06,2.12,221,0,85.87,29.45,"Alpha","api","alta","success"
8.83,NA,227,3,75.2,37.63,"Alpha","auth","baja","failed"
6.67,6.7,221,3,82.7,22.19,"Beta","auth","media","success"
20.31,9.44,231,1,83.44,4.38,"Alpha","api","baja","success"
9.05,4.97,235,0,78.38,98.6,"Beta","auth","crítica","success"
9.83,NA,213,0,84.62,NA,"Delta","auth","baja","failed"
15.09,7.42,217,3,67.4,11.51,"Delta","api","media","success"
17.94,5.52,219,1,96.54,86.58,"Delta","api","baja","success"
21.75,6.63,194,2,71.96,76.31,"Gamma","notifications","baja","success"
22.19,4.59,215,2,87.38,1.17,"Gamma","api","alta","success"
11.56,NA,237,3,85.52,0.64,"Delta","api","media","failed"
9.98,8.69,224,1,82.37,40.19,"Alpha","database","media","success"
5.47,6.87,213,0,77.54,11.35,"Delta","auth","media","success"
11.2,3.03,216,2,71.25,35.55,"Alpha","api","baja","rolled_back"
13.07,8.79,182,1,85.16,4.44,"Alpha","api","media","success"
15.99,2.07,210,0,96.9,53.46,"Alpha","ui","baja","success"
6.18,2.75,213,1,91.03,20.51,"Beta","api","media","success"
10.21,6.12,199,3,70.27,9.02,"Alpha","notifications","media","success"
22.85,1.82,244,0,72.36,85.12,"Beta","api","media","success"
5.65,5.26,240,1,70.37,14.83,"Delta","database","media","success"
9.04,6.48,221,0,80.93,1.42,"Alpha","api","baja","success"
15.4,4.28,194,2,78.19,29.4,"Delta","database","media","success"
11.39,0.92,205,1,71.75,NA,"Beta","auth","baja","rolled_back"
7.24,2.43,200,1,85.75,30.75,"Alpha","api","baja","success"
8.95,4.29,217,1,66,45.42,"Alpha","api","media","success"
14.04,6.45,215,3,57.56,26.4,"Beta","auth","baja","success"
6.27,2.74,238,1,74.81,3.42,"Alpha","database","baja","success"
10.38,5.04,198,0,72.58,4.5,"Gamma","payments","media","success"
11.55,19.61,200,2,91.18,4.69,"Delta","api","crítica","success"
8.09,NA,225,0,30,44.12,"Alpha","notifications","media","failed"
6.83,11.28,226,2,92.03,16.5,"Alpha","auth","baja","success"
32.1,3.29,221,1,84.09,31.8,"Alpha","database","baja","success"
8.51,2.4,216,0,70.16,32.13,"Alpha","auth","alta","success"
12.92,4.35,239,2,63.48,25.73,"Delta","api","media","success"
20.16,NA,210,3,84.2,NA,"Beta","database","alta","failed"
9.53,14.42,236,1,78.82,5.35,"Gamma","notifications","baja","success"
35.42,2.26,227,1,68.46,35.42,"Beta","ui","baja","success"
9.05,4.25,242,3,86.52,25.76,"Gamma","api","media","success"
4.58,3.37,243,3,68.08,34.24,"Gamma","api","alta","success"
8.25,4.84,210,2,76.95,60.84,"Delta","api","crítica","success"
14.06,8.72,215,0,65.14,27.81,"Gamma","ui","media","success"
12.91,3.5,187,0,82.37,7.09,"Beta","notifications","media","success"
12.73,4.27,228,1,81.65,15.41,"Beta","api","media","rolled_back"
14.04,1.29,203,2,86.57,35.9,"Alpha","notifications","alta","rolled_back"
9.87,6.41,217,0,97.23,0.88,"Beta","api","baja","success"
8.25,3.09,225,NA,56.36,4.2,"Gamma","api","alta","rolled_back"
4.44,7.44,204,0,83.12,152.43,"Beta","api","media","success"
8.67,4.54,234,2,93.21,88.02,"Gamma","api","media","success"
16.22,2.8,242,1,54.77,23.26,"Alpha","api","media","success"
4.6,0.78,207,1,NA,3.77,"Gamma","api","alta","success"
9.11,3.4,215,1,75.84,66.79,"Delta","api","alta","success"
11.39,NA,213,1,84.42,58.72,"Delta","ui","crítica","failed"
4.6,1.95,206,0,85.94,NA,"Gamma","ui","media","rolled_back"
12.53,14.75,220,2,64.21,31.64,"Beta","auth","baja","success"
5.22,2.5,222,1,39.76,9.27,"Alpha","auth","media","success"
11.32,5.94,231,1,86.95,33.19,"Delta","database","media","success"
20.39,8.32,205,1,78.66,5.78,"Alpha","payments","media","success"
3,4.47,197,2,42.29,25.76,"Beta","notifications","baja","success"
5.51,1.73,226,2,83.91,2.7,"Gamma","ui","crítica","success"
27.63,NA,190,1,60.3,NA,"Beta","auth","media","failed"
10.04,6.86,205,2,89.97,25.14,"Delta","api","baja","success"
10.44,7.99,198,2,79.19,18.32,"Delta","auth","media","success"
15.61,9.72,205,1,68.93,6,"Delta","auth","baja","success"
6.32,5.23,231,2,77.76,62.6,"Alpha","auth","baja","success"
20.86,3.32,215,1,55.74,44.49,"Gamma","ui","media","success"
9.32,11.11,222,1,61.72,12.12,"Delta","auth","baja","success"
18.96,5.26,211,0,76.66,7.63,"Gamma","api","media","success"
5.59,4.13,219,0,78.63,11.18,"Beta","ui","baja","success"
11.76,3.48,219,1,46.79,24.7,"Delta","auth","alta","success"
6.64,3.02,211,0,NA,0.52,"Gamma","notifications","baja","success"
15.68,7.53,238,1,67.31,19,"Beta","auth","alta","success"
4.95,8.01,224,2,92.53,5.47,"Beta","auth","baja","success"
12.39,4.61,198,1,94.65,9.84,"Delta","ui","media","success"
13.23,6.04,208,2,71.69,14.18,"Alpha","auth","alta","success"
10.31,4.44,232,1,90.43,5.19,"Beta","auth","alta","success"
4.94,5.61,233,3,74.88,8.78,"Delta","api","baja","success"
6.91,3.48,216,0,66.94,NA,"Beta","ui","media","rolled_back"
24.87,5.15,218,2,49.54,1.82,"Gamma","auth","alta","success"
12.16,2.87,206,3,79.47,65.17,"Beta","api","media","success"
9.73,3.3,238,1,80.84,31.88,"Delta","auth","alta","success"
12.42,4.56,215,1,70.19,10.05,"Alpha","ui","media","success"
15.93,4.37,211,2,99.52,11.45,"Beta","notifications","media","success"
16.01,5.97,237,6,80.16,4.21,"Beta","auth","media","success"
14.52,3.55,219,1,88.28,27.39,"Gamma","ui","media","success"
12.29,NA,225,1,64.16,6.12,"Alpha","database","alta","failed"
11.96,7.21,244,0,78.77,34.2,"Alpha","api","media","success"
7.45,NA,216,0,80.56,19.58,"Alpha","payments","baja","failed"
17.46,6.74,250,0,93.17,8.61,"Alpha","ui","media","success"
13.09,1.61,214,2,73.72,22.53,"Alpha","ui","crítica","success"
4.28,3.2,265,1,69.07,27.98,"Delta","ui","alta","success"
7.57,2.38,212,1,79.7,35.58,"Gamma","api","media","success"
5.97,8.06,201,0,89.8,13.46,"Delta","api","baja","success"
10.95,6.42,226,0,81.29,15.75,"Beta","auth","media","success"
24.14,8.25,215,1,68.06,41.13,"Gamma","database","alta","success"
15.14,3.21,215,2,82.78,9.21,"Delta","api","alta","success"
8.53,5.29,227,1,83.16,11.24,"Beta","notifications","alta","success"
9.32,6.98,212,1,88.83,15.76,"Gamma","api","media","success"
6.8,4.11,225,0,77.55,45.65,"Beta","database","media","success"
9.14,6.53,236,1,94.1,25.37,"Gamma","api","baja","success"
11.97,6.56,211,5,77.83,0.81,"Delta","api","media","success"
18.09,8.3,212,2,84.48,29,"Gamma","payments","baja","success"
4.54,4.89,201,2,59.94,0.81,"Delta","ui","media","success"
10.64,6.14,216,1,53.83,64.86,"Delta","auth","baja","success"
12.71,3.56,225,3,84.93,20.49,"Beta","auth","baja","success"
10.39,1.33,213,0,62.76,18.34,"Alpha","api","baja","success"
4.6,3.88,215,0,57.24,44.42,"Gamma","api","media","success"
